,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,clutch/brood/litter size,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,trophic guild,visual system,biogeographic realm,body mass,ecoregion,hearing range,type specimen repository,has ectoparasite,ecomorphological guild,conservation status,foraging habitat,life span,prenatal development duration,weight,parasitized by,preys on,mutualistic with,is vector for,genome size,body shape,diet includes,mating system,native range includes,parental care,litters per year,social system,body length,mineralized tissue contains,reproduction,Total length,water depth,visits flowers of,egg mass,body temperature,behavioral circadian rhythm,growth rate,bill length,tarsus length,temperature at range midpoint latitude,host of,basal metabolic rate,has host,parasite of,tarsometatarsus + middle toe length,trophic level
0,Blyths reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515422,Acrocephalus dumetorum (Blyth's Reed Warbler) is a species of birds in the family Acrocephalidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,Indian Ocean,"marsh,freshwater habitat",,flight,,Increasing,,corneal eyes,the indo-malayan realm,16 g,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,7.8 years,,11.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blyths rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517689,Carpodacus grandis (Blyth's Rosefinch) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,India,temperate,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blyths shrikebabbler,Animalia,Chordata,Aves,https://eol.org/pages/45516850,Pteruthius aeralatus (Blyth's Shrike Babbler) is a species of birds in the family vireos. They rely on flight to move around.,otoliths,,,Bhutan,,10 dB,bipedal movement,apatite,,,corneal eyes,,,,1000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blyths swift,Animalia,Chordata,Aves,https://eol.org/pages/45516413,Apus leuconyx (Blyth's Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,Laccadive Sea,,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blyths swift   ,Animalia,Chordata,Aves,https://eol.org/pages/45516413,Apus leuconyx (Blyth's Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,Laccadive Sea,,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Blyths tragopan,Animalia,Chordata,Aves,https://eol.org/pages/45516007,Tragopan blythii (Blyth's Tragopan) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN and in cites appendix i. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,United States,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the palearctic,1930 g,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bobolink,Animalia,Chordata,Aves,https://eol.org/pages/45511133,"Dolichonyx oryzivorus (Bobolink) is a species of birds in the family New World blackbirds. They are listed as threatened by COSEWIC. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are diurnal herbivores. They have parental care (cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,,,Illinois,,,,,Decreasing,invertivore,,The Neotropics,,,,,,,,terrestrial,,10 days,,,,,,,bilaterally symmetric,insects,polygynous,The Neotropics,,1.5 /year,,,,,,,,0.1 oz,,,,,,,,,,,,
0,Bocages akalat,Animalia,Chordata,Aves,https://eol.org/pages/45514764,Sheppardia bocagei (Bocage's Akalat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Zambia,tropical,10 dB,flight,apatite,,,corneal eyes,Afrotropics,20.9 g,Albertine Rift Montane Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bocages bushshrike,Animalia,Chordata,Aves,https://eol.org/pages/45515167,Chlorophoneus bocagei (Grey Green Bushshrike) is a species of birds in the family Bushshrike. They rely on flight to move around.,tympanic middle ear,,,Gulf Of Guinea,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bocages sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514873,Nectarinia bocagii (Bocage's Sunbird) is a species of birds in the family Sunbirds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Angola,freshwater habitat,10 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,,Angolan Montane Forest-Grassland Mosaic,5000 Hz,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bocages weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514954,Ploceus temporalis (Bocage's Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Angola,freshwater habitat,10 dB,bipedal movement,apatite,Stable,,corneal eyes,Afrotropics,37 g,Angolan Miombo Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bogotá rail,Animalia,Chordata,Aves,https://eol.org/pages/913271,Rallus semiplumbeus (Bogota Rail) is a species of birds in the family rails. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Colombia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Northern Andean PáRamo,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bohemian waxwing,Animalia,Chordata,Aves,https://eol.org/pages/45510953,"Bombycilla garrulus (Bohemian Waxwing) is a species of birds in the family Bombycillidae. They are native to The Nearctic and the Palearctic. They are diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on flight to move around.",,,,United States,,,,,Increasing,frugivore,,,,,,,,,,terrestrial,,14 days,,,,,,,bilaterally symmetric,insects,monogamous,The Nearctic,,1 /year,group living,,,,,,,,106.2 degrees fahrenheit,,,,,,,,,,,
0,Bohol sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517622,Aethopyga decorosa (Bohol Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,The Philippines,tropical,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bohol sunbird   ,Animalia,Chordata,Aves,https://eol.org/pages/45517622,Aethopyga decorosa (Bohol Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,The Philippines,tropical,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bokikokiko,Animalia,Chordata,Aves,https://eol.org/pages/45518751,"Acrocephalus aequinoctialis (Bokikokiko) is a species of birds in the family Acrocephalidae. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,,,Kiribati,terrestrial,10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,"Oceania continent (Australia, NZ and islands)",25 g,Central Polynesian Tropical Moist Forests,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bokmakierie,Animalia,Chordata,Aves,https://eol.org/pages/45515173,Telophorus zeylonus (Bokmakierie Bush Shrike) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"hedge,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,71.3 g,,,,,,,,,,,,,,Ficus burtt-davyi Hutch.,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian Warblingfinch,Animalia,Chordata,Aves,https://eol.org/pages/1050383,Poospiza boliviana (Bolivian Warbling Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,The Neotropics,,Bolivian Montane Dry Forests,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian blackbird,Animalia,Chordata,Aves,https://eol.org/pages/45513473,Oreopsar bolivianus (Bolivian Blackbird) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,The Neotropics,78 g,Bolivian Montane Dry Forests,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45513533,Atlapetes rufinucha (Bolivian Brush Finch) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,Mollinedia steinbachiana Perkins,Bolivia,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,The Neotropics,20.9 g,Cauca Valley Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian earthcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050238,Tarphonomus harterti (Bolivian Earthcreeper) is a species of birds in the family ovenbirds. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian recurvebill,Animalia,Chordata,Aves,https://eol.org/pages/284048,Syndactyla striata (Bolivian Recurvebill) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,48.5 g,Southwest Amazon Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian slaty antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512641,Thamnophilus sticturus (Bolivian Slaty Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,Paraguay,terrestrial,10 dB,flight,apatite,Unknown,,corneal eyes,,27 g,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian spinetail,Animalia,Chordata,Aves,https://eol.org/pages/920348,Cranioleuca henricae (Bolivian Spinetail) is a species of birds in the family ovenbirds. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,,Bolivian Montane Dry Forests,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian tapaculo,Animalia,Chordata,Aves,https://eol.org/pages/45512920,Scytalopus bolivianus (Bolivian White Crowned Tapaculo) is a species of birds in the family tapaculos. They are found in The Neotropics. They rely on flight to move around.,otoliths,,,Bolivia,"broadleaf forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,The Neotropics,22.6 g,Cordillera Oriental Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513034,Zimmerius bolivianus (Bolivian Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,Miconia hyperprasina Naud.,Bolivia,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,The Neotropics,11.9 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolivian warbling finch,Animalia,Chordata,Aves,https://eol.org/pages/1050383,Poospiza boliviana (Bolivian Warbling Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,Bolivia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,The Neotropics,,Bolivian Montane Dry Forests,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bolles pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45513601,Columba bollii (Bolle's Laurel Pigeon) is a species of birds in the family Columbidae. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,,,Spain,"mountain,terrestrial",20 dB,bipedal movement,apatite,Increasing,,corneal eyes,the palearctic,,Canary Islands Dry Woodlands And Forests,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonapartes gull,Animalia,Chordata,Aves,https://eol.org/pages/45509274,Chroicocephalus philadelphia (Bonaparte's Gull) is a species of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,,Notropis atherinoides Rafinesque 1818 (Emerald Shiner),United States,river,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,"University Museum of Zoology, Cambridge",,,,,,,,Branchiopodataenia haldemani (Schiller 1951) Bondareno & Kontrimavichus 2004,Salmonidae (trouts and salmons),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonapartes nightjar,Animalia,Chordata,Aves,https://eol.org/pages/1178166,Caprimulgus concretus (Bonaparte's Nightjar) is a species of birds in the family Caprimulgidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"tropical,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Borneo Lowland Rain Forests,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonapartes parakeet,Animalia,Chordata,Aves,https://eol.org/pages/1227871,Pyrrhura lucianii (Bonaparte's Parakeet) is a species of birds in the family parrots. They are diurnal. They rely on flight to move around.,otoliths,,,Brazil,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,
0,Bonellis eagle,Animalia,Chordata,Aves,https://eol.org/pages/45515814,Aquila fasciata (Bonelli's Eagle) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,,,North Atlantic,"cliff,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,,,,20 years,,2000 g,,,,,,,,,,,,,,,,,,,,,,0.154 /day,,,,,,,,,
0,Bonin grosbeak,Animalia,Chordata,Aves,https://eol.org/pages/45517687,Carpodacus ferreorostris (Bonin Grosbeak) is a species of birds in the family finches. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,NHMUK,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonin petrel,Animalia,Chordata,Aves,https://eol.org/pages/45518716,Pterodroma hypoleuca (Bonin Petrel) is a species of birds in the family Procellariidae. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,,,,North Pacific,marine,,flight,,Decreasing,vertivore,,,,,,,,nectonic,,marine pelagic,30.8 years,49 days,168.6 g,,,,,,,,,,,1 /year,,,,,,,,,,,0.091 /day,,,,,,,,,
0,Bonin thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518864,Zoothera terrestris (Bonin Thrush) is a species of birds in the family thrushes. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonin whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517300,Apalopteron familiare (Bonin Honeyeater) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,North Pacific,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,15 g,,5000 Hz,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bonin wood pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516191,Columba versicolor (Bonin Wood Pigeon) is a species of birds in the family Columbidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,20 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Booted eagle,Animalia,Chordata,Aves,https://eol.org/pages/45511485,"Hieraaetus pennatus (Booted Eagle) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the palearctic, the indo-malayan realm, and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,,Oryctolagus cuniculus (Linnaeus 1758) (European rabbit),Mozambique,terrestrial,,flight,,Unknown,vertivore,corneal eyes,the palearctic,824 g,,,,,,,terrestrial,,,,,Streptopelia decaocto (Frivaldszky 1838) (Collared Dove),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Booted warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515430,Iduna caligata (Booted Warbler) is a species of birds in the family Acrocephalidae. They rely on flight to move around.,tympanic middle ear,,,Norway,freshwater habitat,10 dB,bipedal movement,apatite,Increasing,,corneal eyes,,,,5000 Hz,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boran cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514478,Cisticola bodessa (Boran Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,Kenya,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,Afrotropics,14 g,Masai Xeric Grasslands And Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boreal chickadee,Animalia,Chordata,Aves,https://eol.org/pages/45511442,Poecile hudsonicus (Boreal Chickadee) is a species of birds in the family Paridae. They are found in The Nearctic. They rely on flight to move around.,tympanic middle ear,6,CORRUPTED VALUE for trait R20-PK38701836,United States,"forest,freshwater habitat",,flight,apatite,Decreasing,insectivore,corneal eyes,The Nearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Boreal owl,Animalia,Chordata,Aves,https://eol.org/pages/45510747,"Aegolius funereus (Boreal Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to The Nearctic and the Palearctic. They are solitary, nocturnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight and gliding to move around.",,,,United States,,,,,Stable,vertivore,,The Nearctic,,,,,,,,terrestrial,,27 days,,,,,,,bilaterally symmetric,mammals,monogamous,The Nearctic,,1 /year,solitary,,,,,,,,,,,,,,,,,,,
0,Bornean banded pitta,Animalia,Chordata,Aves,https://eol.org/pages/1254452,Hydrornis schwaneri (Bornean Banded Pitta) is a species of birds in the family pittas. They rely on flight to move around.,tympanic middle ear,,,Indonesia,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516535,Psilopogon eximius (Bornean Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517452,Cyornis superbus (Bornean Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"subtropical,terrestrial",10 dB,flight,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Borneo Montane Rain Forests,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean bristlehead,Animalia,Chordata,Aves,https://eol.org/pages/45516729,Pityriasis gymnocephala (Bornean Bristlehead) is a species of birds in the family Pityriasidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"swamp,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,121 g,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean bulbul,Animalia,Chordata,Aves,https://eol.org/pages/28354617,Pycnonotus montis (Bornean Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,Indonesia,,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean forktail,Animalia,Chordata,Aves,https://eol.org/pages/45517525,Enicurus borneensis (Bornean Forktail) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,,tropical,10 dB,flight,apatite,,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/45516358,Batrachostomus mixtus (Bornean Frogmouth) is a species of birds in the family frogmouths. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,20 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,NHMUK,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean green magpie,Animalia,Chordata,Aves,https://eol.org/pages/4388662,Cissa jefferyi (Bornean Green Magpie) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,,Malaysia,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean ground cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/1047933,Carpococcyx radiceus (Bornean Ground Cuckoo) is a species of birds in the family Cuculidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Sumatran Freshwater Swamp Forests,5000 Hz,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean leafbird,Animalia,Chordata,Aves,https://eol.org/pages/45517589,Chloropsis kinabaluensis (Bornean Leafbird) is a species of birds in the family leafbird. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean peacockpheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516045,Polyplectron schleiermacheri (Bornean Peacock Pheasant) is a species of birds in the family Phasianidae. They are listed as endangered by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Southwest Borneo Freshwater Swamp Forests,5000 Hz,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517648,Arachnothera everetti (Bornean Spiderhunter) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,the indo-malayan realm,,Kinabalu Montane Alpine Meadows,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean stubtail,Animalia,Chordata,Aves,https://eol.org/pages/1052439,Urosphena whiteheadi (Bornean Stubtail) is a species of birds in the family Cettiidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,terrestrial,10 dB,bipedal movement,apatite,Stable,,corneal eyes,the indo-malayan realm,,Borneo Montane Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516378,Collocalia dodgei (Bornean Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,Malaysia,mountain,20 dB,flight,apatite,,insectivore,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean swiftlet   ,Animalia,Chordata,Aves,https://eol.org/pages/45516378,Collocalia dodgei (Bornean Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,Malaysia,mountain,20 dB,flight,apatite,,insectivore,corneal eyes,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean treepie,Animalia,Chordata,Aves,https://eol.org/pages/4388030,Dendrocitta cinerascens (Bornean Treepie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,scrubland,10 dB,bipedal movement,apatite,,,corneal eyes,the indo-malayan realm,,Borneo Lowland Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516816,Pachycephala hypoxantha (Bornean Whistler) is a species of birds in the family whistlers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Kinabalu Montane Alpine Meadows,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean whistling thrush,Animalia,Chordata,Aves,https://eol.org/pages/45517531,Myophonus borneensis (Bornean Whistling Thrush) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,5000 Hz,,,,,,,,,,Scincidae (skinks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bornean wrenbabbler,Animalia,Chordata,Aves,https://eol.org/pages/920817,Ptilocichla leucogrammica (Bornean Wren Babbler) is a species of birds in the family Pellorneidae. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,Malaysia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,the indo-malayan realm,,Borneo Lowland Rain Forests,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bothas lark,Animalia,Chordata,Aves,https://eol.org/pages/45515351,Spizocorys fringillaris (Botha's Lark) is a species of birds in the family larks. They are listed as endangered by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,South Africa,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,Afrotropics,21 g,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
